D. Green, G. Melton	fix2019 D. Green, G. Melton	1
John Poai, W. A. Setchell	fix2019 John Poai, W. A. Setchell	5
John T. Howell, Lancer	fix2019 John T. Howell, Lancer	1
Smithsonian Oceanographic Sorting Center, Mener & Shinn	fix2019 Smithsonian Oceanographic Sorting Center, Mener & Shinn	1
Moe, N. Temnikow	fix2019 Moe, N. Temnikow	1
I. M. Lamb, G. Cooley	fix2019 I. M. Lamb, G. Cooley	4
Dr. G. A. C. Herklots, fishermen of Shankiwan	fix2019 Dr. G. A. C. Herklots, fishermen of Shankiwan	4
Ardissone, Dufour	fix2019 Ardissone, Dufour	1
Sylvia E. Taylor, John L. Taylor	fix2019 Sylvia E. Taylor, John L. Taylor	1
Luis R. Almodovar, B. Mencion, F. Geraldes	fix2019 Luis R. Almodovar, B. Mencion, F. Geraldes	3
Luis R. Almodovar, Fco. Pagán, B. & C. Cutresss	fix2019 Luis R. Almodovar, Fco. Pagán, B. & C. Cutresss	1
S. Lundsteen, K. Dahl, R. Nielsen	fix2019 S. Lundsteen, K. Dahl, R. Nielsen	2
Maxwell S. Doty, H. B. S. Womersly	fix2019 Maxwell S. Doty, H. B. S. Womersly	1
B. L. Robinson, H. Shrenk	fix2019 B. L. Robinson, H. Shrenk	1
William R. Taylor and A. J. Bernatowicz, A.J. Bernatowicz	fix2019 William R. Taylor and A. J. Bernatowicz, A.J. Bernatowicz	1
Y. Salomon, S. George	fix2019 Y. Salomon, S. George	1
R. Hooper, G. Fenwick	fix2019 R. Hooper, G. Fenwick	2
R. Nielsen, S. Lundsteen, S. Helmig	fix2019 R. Nielsen, S. Lundsteen, S. Helmig	3
R. Nielsen, S. Lundsteen	fix2019 R. Nielsen, S. Lundsteen	1
Meñez, West	fix2019 Meñez, West	1
U. Min Thein, U. Aung Myint	fix2019 U. Min Thein, U. Aung Myint	1
F. S. Collins, Holden and Setchell	fix2019 F. S. Collins, Holden and Setchell	1
E. Markother, A. V. Duthie	fix2019 E. Markother, A. V. Duthie	1
Lani Jacobs, Nina K. Abbott	fix2019 Lani Jacobs, Nina K. Abbott	1
Luis R. Almodovar, F. Pagán, V. M. Rosado, W. Irizarry, and Captain Felix	fix2019 Luis R. Almodovar, F. Pagán, V. M. Rosado, W. Irizarry, and Captain Felix	1
Luis R. Almodovar, V. Rivas	fix2019 Luis R. Almodovar, V. Rivas	1
Kowie, A. V. Duthie	fix2019 Kowie, A. V. Duthie	1
Gertrude Gibbs, Harold L. Lyon	fix2019 Gertrude Gibbs, Harold L. Lyon	1
H. Klerck, A. V. Duthie	fix2019 H. Klerck, A. V. Duthie	1
W. A. Setchell, Clara B. Setchell	fix2019 W. A. Setchell, Clara B. Setchell	3
M. Ramírez, G. Rojas	fix2019 M. Ramírez, G. Rojas	5
M. W. Hawkes, R. Novaczek	fix2019 M. W. Hawkes, R. Novaczek	1
L. Stulting, A. V. Duthie	fix2019 L. Stulting, A. V. Duthie	3
T. A .Stepehenson, University of Cape Town Ecological Survey	fix2019 T. A .Stepehenson, University of Cape Town Ecological Survey	1
J. Markwell, Reed	fix2019 J. Markwell, Reed	1
L. M. Cranwell, A. W. B. Powell	fix2019 L. M. Cranwell, A. W. B. Powell	1
Lani Jacobs, Cynthia Hipp	fix2019 Lani Jacobs, Cynthia Hipp	1
G. Kraft, R. W. Ricker	fix2019 G. Kraft, R. W. Ricker	4
L. R. Almodovar, J. Otaola, J. Monente	fix2019 L. R. Almodovar, J. Otaola, J. Monente	1
Mildred Jones, Arthur Nash	fix2019 Mildred Jones, Arthur Nash	2
W. R. Taylor, J. J. Frederick	fix2019 W. R. Taylor, J. J. Frederick	1
H. Becker, A. Grunow	fix2019 H. Becker, A. Grunow	1
E. Gildner, A. V. Duthie	fix2019 E. Gildner, A. V. Duthie	1
R. J. Ellis, N. I. Calvin	fix2019 R. J. Ellis, N. I. Calvin	1
L. R. Almodovar, V. M. Rosado, J. Gonzalez, Capt. Felix, and Wilson Irizarry	fix2019 L. R. Almodovar, V. M. Rosado, J. Gonzalez, Capt. Felix, and Wilson Irizarry	2
R. Moe, T. Roberts	fix2019 R. Moe, T. Roberts	1
P. J. Philson, Arthur Nash	fix2019 P. J. Philson, Arthur Nash	2
G. Hatschbach, O. Guimeraes	fix2019 G. Hatschbach, O. Guimeraes	4
Marcucci, Beccari	fix2019 Marcucci, Beccari	1
T. A. & Anne Stephenson, G. F. Papenfuss	fix2019 T. A. & Anne Stephenson, G. F. Papenfuss	2
L. R. van Wiekerk, A. V. Duthie	fix2019 L. R. van Wiekerk, A. V. Duthie	1
V. K. Nash, V. R. Warnock	fix2019 V. K. Nash, V. R. Warnock	3
Roy Tsuda, Jan Newhouse	fix2019 Roy Tsuda, Jan Newhouse	2
William R. Taylor, A.J. Bernatowicz	fix2019 William R. Taylor, A.J. Bernatowicz	1
I. Newton, Hauck	fix2019 I. Newton, Hauck	1
M. W. Hawkes, D. R. Bonin	fix2019 M. W. Hawkes, D. R. Bonin	4
L. R. Almodovar, V. Rosado, J. Gonzalez, Capt. Felix, Wilson Irizarry	fix2019 L. R. Almodovar, V. Rosado, J. Gonzalez, Capt. Felix, Wilson Irizarry	1
Kaae, Minnie Reed	fix2019 Kaae, Minnie Reed	1
E. C. Van Srelen, A. V. Duthie	fix2019 E. C. Van Srelen, A. V. Duthie	1
L. R. Almodovar, I. Lopez, D. Pesante & J. M. Muñoz	fix2019 L. R. Almodovar, I. Lopez, D. Pesante & J. M. Muñoz	1
M. r.d. Mewe, A. V. Duthie	fix2019 M. r.d. Mewe, A. V. Duthie	1
Ralph H. Mizell, Charles W. Anderson #1, David Porterfield #10, Sergio C. Muniz, same data	fix2019 Ralph H. Mizell, Charles W. Anderson #1, David Porterfield #10, Sergio C. Muniz, same data	1
John Cocks, M. C.	fix2019 John Cocks, M. C.	1
B.	fix2019 B.	1
P. A. Cordero, Lopez	fix2019 P. A. Cordero, Lopez	7
William Randolph Taylor, Waldo L. Schmidt	fix2019 William Randolph Taylor, Waldo L. Schmidt	1
F. Brauns, A. V. Duthie	fix2019 F. Brauns, A. V. Duthie	1
S. Fryer, A. V. Duthie	fix2019 S. Fryer, A. V. Duthie	1
V. R. Warnock, C. M. Crosby, L. A. Doore	fix2019 V. R. Warnock, C. M. Crosby, L. A. Doore	2
W. Williams, K. Kenyon	fix2019 W. Williams, K. Kenyon	1
A. E. Melton, C. Benz	fix2019 A. E. Melton, C. Benz	1
L. R. Almodovar, V. Foando, J. Gonzalez, Capt. Felix, Wilson Irizarry	fix2019 L. R. Almodovar, V. Foando, J. Gonzalez, Capt. Felix, Wilson Irizarry	1
M. Eliana Ramirez, Gloria Rojas	fix2019 M. Eliana Ramirez, Gloria Rojas	1
W. A. Setchell, W. C. Sturgis	fix2019 W. A. Setchell, W. C. Sturgis	2
Mrs. C. E. Pease, E. Butler	fix2019 Mrs. C. E. Pease, E. Butler	1
J. Tilden, Arthur Nash, Mildred M. Jones	fix2019 J. Tilden, Arthur Nash, Mildred M. Jones	1
W. J. V. Osterhout, R. A. Harker	fix2019 W. J. V. Osterhout, R. A. Harker	1
E. C. Neal, R. G. Rhodes	fix2019 E. C. Neal, R. G. Rhodes	1
M. J. Wynne, Tim Entwisle	fix2019 M. J. Wynne, Tim Entwisle	1
Francis Drouet, Donald Richards, Donald A. Johansen	fix2019 Francis Drouet, Donald Richards, Donald A. Johansen	3
S. Clarke, R. Engler	fix2019 S. Clarke, R. Engler	1
Irl B. Warnock, C. M. Crosby, L. A. Doore, T. T. Earle, L. M. Jones, M. H. Jones, A. Nash, V. K. Nash, P. J. Philson, I. B. Warnock, and V. R. Warnock	fix2019 Irl B. Warnock, C. M. Crosby, L. A. Doore, T. T. Earle, L. M. Jones, M. H. Jones, A. Nash, V. K. Nash, P. J. Philson, I. B. Warnock, and V. R. Warnock	1
R. W. Ricker, L. Torregrosa	fix2019 R. W. Ricker, L. Torregrosa	6
M. H. Jones, L. M. Jones	fix2019 M. H. Jones, L. M. Jones	1
G. Chapman, M. Mitchell	fix2019 G. Chapman, M. Mitchell	1
C. M. Crosby, L. M. Jones and L. A. Door	fix2019 C. M. Crosby, L. M. Jones and L. A. Door	2
C. E. Pease, Eloise Butler	fix2019 C. E. Pease, Eloise Butler	1
C. Dawes, Barilotti, Rhamstine	fix2019 C. Dawes, Barilotti, Rhamstine	2
Ira L., Dorothy B. Wiggins	fix2019 Ira L., Dorothy B. Wiggins	1
G. F. Papenfuss, University of Cape Town Ecological Survey	fix2019 G. F. Papenfuss, University of Cape Town Ecological Survey	2
R. Hooper, S. Murray, D. Keats	fix2019 R. Hooper, S. Murray, D. Keats	2
E. S. Mavais, A. V. Duthie	fix2019 E. S. Mavais, A. V. Duthie	1
R. W. Ricker, A. Millar, F. J. Scott	fix2019 R. W. Ricker, A. Millar, F. J. Scott	5
Bassett Maguire, George Piranian	fix2019 Bassett Maguire, George Piranian	1
Charles Kaui, Minnie Reed	fix2019 Charles Kaui, Minnie Reed	3
Luis R. Almodovar, F. Pagán, V. M. Rosado, J. Rees, H. Austin, and Captain Fredericks	fix2019 Luis R. Almodovar, F. Pagán, V. M. Rosado, J. Rees, H. Austin, and Captain Fredericks	1
E. D. Loseby, A. V. Duthie	fix2019 E. D. Loseby, A. V. Duthie	1
Enoch Garcia, Arthur K. Akard	fix2019 Enoch Garcia, Arthur K. Akard	1
W. A. Setchell, W. S. Wadworth	fix2019 W. A. Setchell, W. S. Wadworth	1
W. R. Taylor, Ruth Ciu	fix2019 W. R. Taylor, Ruth Ciu	1
J. Tilden, Arthur Nash	fix2019 J. Tilden, Arthur Nash	1
P. A. Cordero, Yambo, De la Cruz	fix2019 P. A. Cordero, Yambo, De la Cruz	1
H. M. Marain, A. V. Duthie	fix2019 H. M. Marain, A. V. Duthie	1
I. A. Abbott, D. P. Abbott, W. R. Taylor	fix2019 I. A. Abbott, D. P. Abbott, W. R. Taylor	1
Gary Powell, Lani Jacobs, Ross Durland, Patrick Kelly, Steve boyce, Thomas Gronham, Cyn Dartez, Nina K. Abbott, Sergio C. Muniz	fix2019 Gary Powell, Lani Jacobs, Ross Durland, Patrick Kelly, Steve boyce, Thomas Gronham, Cyn Dartez, Nina K. Abbott, Sergio C. Muniz	1
Sylvia A. Earle, Alan Chapman	fix2019 Sylvia A. Earle, Alan Chapman	1
S. Metelerkamp, A. V. Duthie	fix2019 S. Metelerkamp, A. V. Duthie	1
L. R. Almodovar, J. J. Irizarry, V. M. Rosado, J. G. Liboy, G. Anderson, M. Bradley, and C. Milstein	fix2019 L. R. Almodovar, J. J. Irizarry, V. M. Rosado, J. G. Liboy, G. Anderson, M. Bradley, and C. Milstein	1
M. H. Cillie, A. V. Duthie	fix2019 M. H. Cillie, A. V. Duthie	2
S. Metlerkamp, A. V. Duthie	fix2019 S. Metlerkamp, A. V. Duthie	2
L. R. Almodovar, V. M. Rosado, A. Rehm and J. Gonzalez	fix2019 L. R. Almodovar, V. M. Rosado, A. Rehm and J. Gonzalez	1
Wm. R. Taylor, Albert J. Bernatowicz	fix2019 Wm. R. Taylor, Albert J. Bernatowicz	4
David Porterfield, Rick Meyer, Ralph H. Mizell	fix2019 David Porterfield, Rick Meyer, Ralph H. Mizell	1
Giles W. Mead, Tony Ferriera, Parry Mead	fix2019 Giles W. Mead, Tony Ferriera, Parry Mead	1
Lawrence M. Jones, J. Tilden	fix2019 Lawrence M. Jones, J. Tilden	1
Johnson Hubbs, Allanson Hubbs	fix2019 Johnson Hubbs, Allanson Hubbs	1
Luis R. Almodóvar, F. Pagán, V. M. Rosado, W. Irizarry, and Captain Felix	fix2019 Luis R. Almodóvar, F. Pagán, V. M. Rosado, W. Irizarry, and Captain Felix	2
F. A. McClure, Chinese	fix2019 F. A. McClure, Chinese	1
Luis R. Almodovar, J. Otaola & J. L. Monente	fix2019 Luis R. Almodovar, J. Otaola & J. L. Monente	1
P. A. Cordero, Reynoso-Fernando	fix2019 P. A. Cordero, Reynoso-Fernando	1
C. Lobban, B. Leaman, C. Lobban	fix2019 C. Lobban, B. Leaman, C. Lobban	1
Gilbert, Velasquez, Santiago	fix2019 Gilbert, Velasquez, Santiago	3
D. Dean, E. T. Moul	fix2019 D. Dean, E. T. Moul	1
P. du Preez, A. V. Duthie	fix2019 P. du Preez, A. V. Duthie	1
M. van Litsenborgh, A. V. Duthie	fix2019 M. van Litsenborgh, A. V. Duthie	1
Irl B. Warnock, Vesta R. Warnock, J. Tilden	fix2019 Irl B. Warnock, Vesta R. Warnock, J. Tilden	1
E. Ortiz, A. Ortiz	fix2019 E. Ortiz, A. Ortiz	1
P. C. Silva, C. Limbaugh	fix2019 P. C. Silva, C. Limbaugh	1
Estable and Herter, Herter	fix2019 Estable and Herter, Herter	3
G. E. Du Plessis, A. V. Duthie	fix2019 G. E. Du Plessis, A. V. Duthie	1
Gutierrez, et al	fix2019 Gutierrez, et al	1
Charles W. Anderson, Nina K. Abbott, Elaine Brigham, Arthur F. Akard	fix2019 Charles W. Anderson, Nina K. Abbott, Elaine Brigham, Arthur F. Akard	1
A. Wessels, A. V. Duthie	fix2019 A. Wessels, A. V. Duthie	1
M. Flake, N. J. Eiseman	fix2019 M. Flake, N. J. Eiseman	1
R. W. Ricker, K. Beinssen	fix2019 R. W. Ricker, K. Beinssen	3
Robert W. Ricker, M. Tucker	fix2019 Robert W. Ricker, M. Tucker	1
William Bridge Cooke, V. G. Cooke	fix2019 William Bridge Cooke, V. G. Cooke	1
Sylvia A. Earle, Perry Mead	fix2019 Sylvia A. Earle, Perry Mead	1
R. E. Moon, N. J. Eiseman	fix2019 R. E. Moon, N. J. Eiseman	1
M.S. Doty, J. Newhouse, E. Yale Dawson	fix2019 M.S. Doty, J. Newhouse, E. Yale Dawson	1
William A. Daily, F. K. Daily	fix2019 William A. Daily, F. K. Daily	1
D. Van Hangstreen, A. V. Duthie	fix2019 D. Van Hangstreen, A. V. Duthie	1
Becker, Collins	fix2019 Becker, Collins	2
Dr. G. A. Herklots, fishermen of Shankiwan	fix2019 Dr. G. A. Herklots, fishermen of Shankiwan	1
N. J. Eiseman, R. Roesch	fix2019 N. J. Eiseman, R. Roesch	1
E. K. Janaki Ammal, E. W. Erhanson	fix2019 E. K. Janaki Ammal, E. W. Erhanson	1
H. W. Bischoff, G. F. Papenfuss	fix2019 H. W. Bischoff, G. F. Papenfuss	2
P. C. Silva, L. R. Heckard	fix2019 P. C. Silva, L. R. Heckard	1
Witlock, Gibson	fix2019 Witlock, Gibson	1
G. Hamel, Mme. A. Hamel-Joukov	fix2019 G. Hamel, Mme. A. Hamel-Joukov	1
E. M. Delf, W. Tyson	fix2019 E. M. Delf, W. Tyson	1
L. R. Almodovar, H. & S. Austin, J. Gonzalez, V. M. Rosado, and J. J. Irizarry	fix2019 L. R. Almodovar, H. & S. Austin, J. Gonzalez, V. M. Rosado, and J. J. Irizarry	2
W. A. Setchell, E. B. Burling	fix2019 W. A. Setchell, E. B. Burling	1
L. Goff, H. B. S. Womersley	fix2019 L. Goff, H. B. S. Womersley	1
G. R. South, R. D. Hill, J. Lynch	fix2019 G. R. South, R. D. Hill, J. Lynch	2
G. B. Riggs, R. F. Griggs	fix2019 G. B. Riggs, R. F. Griggs	1
H. Kukonu, Minnie Reed	fix2019 H. Kukonu, Minnie Reed	1
F. A. Potts, W. A. Setchell	fix2019 F. A. Potts, W. A. Setchell	2
R. G. Hooper, N. Bannister	fix2019 R. G. Hooper, N. Bannister	2
F. S. Collins, Hervey ms.	fix2019 F. S. Collins, Hervey ms.	2
C. Z. Inassyn, A. V. Duthie	fix2019 C. Z. Inassyn, A. V. Duthie	1
A. Allen, A. V. Duthie	fix2019 A. Allen, A. V. Duthie	1
T. Yoshida, Konno	fix2019 T. Yoshida, Konno	1
Luis R. Almodovar, V. M. Torres	fix2019 Luis R. Almodovar, V. M. Torres	1
J. Wenth, A. V. Duthie	fix2019 J. Wenth, A. V. Duthie	1
Domina S. Akermark, Cand. V. B. Wittrock	fix2019 Domina S. Akermark, Cand. V. B. Wittrock	1
E. Allemann, A. V. Duthie	fix2019 E. Allemann, A. V. Duthie	1
William Trealease, De Alton Saunders	fix2019 William Trealease, De Alton Saunders	1
J. Lewis, T. Michael	fix2019 J. Lewis, T. Michael	1
Captain Felix., J. J. Irizarry, V. M. Rosado, W. Irizarry, Captain Felix	fix2019 Captain Felix., J. J. Irizarry, V. M. Rosado, W. Irizarry, Captain Felix	1
Nina K. Abbott, Joanna R. Leung, Thomas Grohman, Patrick Kelly, Cyn Dartez, Marsha Black	fix2019 Nina K. Abbott, Joanna R. Leung, Thomas Grohman, Patrick Kelly, Cyn Dartez, Marsha Black	1
Pulcher Smith, A. V. Duthie	fix2019 Pulcher Smith, A. V. Duthie	10
F. A. McClure, W. A. Setchell	fix2019 F. A. McClure, W. A. Setchell	1
M. H. Jones, M. H. Jones	fix2019 M. H. Jones, M. H. Jones	1
G. Perrin, F. Perrin	fix2019 G. Perrin, F. Perrin	2
Luis R. Almodovar, F. Pagán, V. M. Rosado, J-Rees, H. Austin, and Captain Fredericks	fix2019 Luis R. Almodovar, F. Pagán, V. M. Rosado, J-Rees, H. Austin, and Captain Fredericks	1
E. Zablackis, K. McDermid	fix2019 E. Zablackis, K. McDermid	1
L. R. Almodovar, F. Pagán, V. M. Rosado, Captain Trabert and crew	fix2019 L. R. Almodovar, F. Pagán, V. M. Rosado, Captain Trabert and crew	1
Robert Kaawa, Minni Reed	fix2019 Robert Kaawa, Minni Reed	1
W. Fick, A. V. Duthie	fix2019 W. Fick, A. V. Duthie	4
L. R. Almodovar, J. J. Irizarry, V. M. Rosado, P. J. Ramos, W. Hendricks, W. Hildner, C. Carrera, L. Craft	fix2019 L. R. Almodovar, J. J. Irizarry, V. M. Rosado, P. J. Ramos, W. Hendricks, W. Hildner, C. Carrera, L. Craft	3
W. A. Setchell, H. M. Richards	fix2019 W. A. Setchell, H. M. Richards	1
O. Leisk, A. V. Duthie	fix2019 O. Leisk, A. V. Duthie	1
Akira F. Peters, César Acleto	fix2019 Akira F. Peters, César Acleto	1
Alex McGowan, Minnie Reed	fix2019 Alex McGowan, Minnie Reed	1
González, Rios	fix2019 González, Rios	1
W. G. Farlow, H. Averill	fix2019 W. G. Farlow, H. Averill	3
D. West, J. Lang, W. Hendricks	fix2019 D. West, J. Lang, W. Hendricks	1
G. F. Papenfuss, Lodge	fix2019 G. F. Papenfuss, Lodge	1
John St. Mary, Cyn Dartez #25, Elaine Brigham #15, Thomas Grohman #16, Enoch Garcia #16, Patrick Kelly #12, Steve Boyce #13, Marsha Black #21, Ted Krum #14, Lani Jacobs #25, Ed Ketterer #17, Gary Powell #22, Sergio C. Muniz, Synthia Hipp #20, Kyle Basinger #18	fix2019 John St. Mary, Cyn Dartez #25, Elaine Brigham #15, Thomas Grohman #16, Enoch Garcia #16, Patrick Kelly #12, Steve Boyce #13, Marsha Black #21, Ted Krum #14, Lani Jacobs #25, Ed Ketterer #17, Gary Powell #22, Sergio C. Muniz, Synthia Hipp #20, Kyle Basinger #18	1
J. M.	fix2019 J. M.	1
L. Craft, L. R. Almodovar, J. J. Irizarry, V. M. Rosado, P. J. Ramos, W. Hendricks, W. Hildner, C. Carrera	fix2019 L. Craft, L. R. Almodovar, J. J. Irizarry, V. M. Rosado, P. J. Ramos, W. Hendricks, W. Hildner, C. Carrera	1
George McIntyre, Minnie Reed	fix2019 George McIntyre, Minnie Reed	4
M. S. Doty, J. Newhouse, E. Yale Dawson	fix2019 M. S. Doty, J. Newhouse, E. Yale Dawson	2
Hooker, Graville	fix2019 Hooker, Graville	1
Luis R. Almodovar, F. Pagan, V. M. Rosado, Juan J. Irizarry and Captain Felix	fix2019 Luis R. Almodovar, F. Pagan, V. M. Rosado, Juan J. Irizarry and Captain Felix	2
S. Hao, I. A. Abbott	fix2019 S. Hao, I. A. Abbott	1
Wilkenson, F. S. Collins	fix2019 Wilkenson, F. S. Collins	1
Maxwell S. Doty, Menez	fix2019 Maxwell S. Doty, Menez	2
Sylvia A. Earle, Wallace Jenkins	fix2019 Sylvia A. Earle, Wallace Jenkins	1
G. D. Bornan, A. V. Duthie	fix2019 G. D. Bornan, A. V. Duthie	1
A. Weber Van-Bosse, R.E. Holttum	fix2019 A. Weber Van-Bosse, R.E. Holttum	1
M. E. Ramirez, G. Rojas	fix2019 M. E. Ramirez, G. Rojas	1
Fehlmann, Gouda	fix2019 Fehlmann, Gouda	1
Babb, Tilden	fix2019 Babb, Tilden	1
T. Kildea, D. Turner	fix2019 T. Kildea, D. Turner	1
Naegeli, P. Richter	fix2019 Naegeli, P. Richter	1
G. N. v. Niekerk, A. V. Duthie	fix2019 G. N. v. Niekerk, A. V. Duthie	1
Maxwell S. Doty, G. T. Velasquez	fix2019 Maxwell S. Doty, G. T. Velasquez	2
L. R. Almodovar, F. Pagán, V. M. Rosado, Captain Trabert & crew	fix2019 L. R. Almodovar, F. Pagán, V. M. Rosado, Captain Trabert & crew	2
Wm. R. Taylor, A.J. Bernatowicz	fix2019 Wm. R. Taylor, A.J. Bernatowicz	1
Steve Boyce, Joanna R. Leung, Sharon Gray	fix2019 Steve Boyce, Joanna R. Leung, Sharon Gray	1
Sylvia A. Earle, Jane Mead, Whit Mead, Elizabeth Mead, Richie Mead, Gale Mead	fix2019 Sylvia A. Earle, Jane Mead, Whit Mead, Elizabeth Mead, Richie Mead, Gale Mead	1
Murray, Minnie Reed	fix2019 Murray, Minnie Reed	2
N. Calvin, R. Ellis	fix2019 N. Calvin, R. Ellis	1
C. M. Crosby, Doore	fix2019 C. M. Crosby, Doore	1
Cyn Dartez, Ted Krum, Nina K. Abbot, Enoch Garcia,	fix2019 Cyn Dartez, Ted Krum, Nina K. Abbot, Enoch Garcia,	1
S. Stockmayer, F. Pfeiffer de Wellheim	fix2019 S. Stockmayer, F. Pfeiffer de Wellheim	1
Randolph Taylor and A. J. Bernatowicz, Albert J. Bernatowicz	fix2019 Randolph Taylor and A. J. Bernatowicz, Albert J. Bernatowicz	1
L. R. Almodóvar, F. Pagán, V. M. Rosado, Captain Trabert & Crew	fix2019 L. R. Almodóvar, F. Pagán, V. M. Rosado, Captain Trabert & Crew	1
N. J. Eiseman, D. Liberatore	fix2019 N. J. Eiseman, D. Liberatore	2
Nina K. Abbott, Ross Durland, Cyn Dartez, Thomas Grohman, Enoch Garcia, Ted Krum, Lani Jacobs, Kyle Basinger	fix2019 Nina K. Abbott, Ross Durland, Cyn Dartez, Thomas Grohman, Enoch Garcia, Ted Krum, Lani Jacobs, Kyle Basinger	1
G. E. du Toit, A. V. Duthie	fix2019 G. E. du Toit, A. V. Duthie	1
Ludov Dufour, Dufour	fix2019 Ludov Dufour, Dufour	1
G. F. Atkinson, W. R. Dudley	fix2019 G. F. Atkinson, W. R. Dudley	1
L. Caldesi, herb. Lenormand	fix2019 L. Caldesi, herb. Lenormand	1
Abel Hore, Minnie Reed	fix2019 Abel Hore, Minnie Reed	1
W. North, A. V. Duthie	fix2019 W. North, A. V. Duthie	1
Luis R. Almodovar, F. Pagan, V. m. Rosado, J. Rees, H. Austin and Captain Fredericks	fix2019 Luis R. Almodovar, F. Pagan, V. m. Rosado, J. Rees, H. Austin and Captain Fredericks	1
Gloria Rojas, M. Eliana Ramirez	fix2019 Gloria Rojas, M. Eliana Ramirez	1
Sv. Murbeck and E. Olin, E. Olin	fix2019 Sv. Murbeck and E. Olin, E. Olin	1
Luis R. Almodovar, J. Otaola	fix2019 Luis R. Almodovar, J. Otaola	1
A. J. Bernatowicz, Wm. R. Taylor	fix2019 A. J. Bernatowicz, Wm. R. Taylor	1
R. L. Moe, L. Mullineaux	fix2019 R. L. Moe, L. Mullineaux	2
Patricia [Delendick] Alexandre, Laurence Alexandre, Patrick, Victor Alexandre, Dr. Rosemary [Delendick] Mandella, Dr. William Mandella, & Walter Klingler	fix2019 Patricia [Delendick] Alexandre, Laurence Alexandre, Patrick, Victor Alexandre, Dr. Rosemary [Delendick] Mandella, Dr. William Mandella, & Walter Klingler	1
T. Wajima, T. Kitayama	fix2019 T. Wajima, T. Kitayama	1
Friedel Nelson, Forrest Nelson	fix2019 Friedel Nelson, Forrest Nelson	1
E. Yale Dawson, M. A. Machris	fix2019 E. Yale Dawson, M. A. Machris	1
L. M. Jones, P. J. Philson	fix2019 L. M. Jones, P. J. Philson	2
Luis R. Almodovar, F. Pagan, V. M. Rosado, W. Irizarry, and Captain Felix	fix2019 Luis R. Almodovar, F. Pagan, V. M. Rosado, W. Irizarry, and Captain Felix	1
R. Hooper, S. Murray	fix2019 R. Hooper, S. Murray	2
Gerardo Reichel-Dolmatoff, Jorge Araque M., and Fred A. Barkley	fix2019 Gerardo Reichel-Dolmatoff, Jorge Araque M., and Fred A. Barkley	1
R. W. Cook, N. J. Eiseman	fix2019 R. W. Cook, N. J. Eiseman	1
Liechtenstern, Hauck	fix2019 Liechtenstern, Hauck	1
R. Nielsen, K. Lundshøj, K. Dahl	fix2019 R. Nielsen, K. Lundshøj, K. Dahl	4
F. R. Fosberg, K. Druker	fix2019 F. R. Fosberg, K. Druker	1
Thomas J. Delendick, Barbara Ertter	fix2019 Thomas J. Delendick, Barbara Ertter	1
Dr. L. R. Almodovar, J. J. Irizarry, V. M. Rosado, W. Irizarry, Captain Felix	fix2019 Dr. L. R. Almodovar, J. J. Irizarry, V. M. Rosado, W. Irizarry, Captain Felix	1
T. F. de Vaal, A. V. Duthie	fix2019 T. F. de Vaal, A. V. Duthie	1
M. Hofmeyer, A. V. Duthie	fix2019 M. Hofmeyer, A. V. Duthie	1
N. J. Eisman, M. Mitchell	fix2019 N. J. Eisman, M. Mitchell	1
R. Gibson, R. Roesch	fix2019 R. Gibson, R. Roesch	1
William Trelease, DeAlton Saunders	fix2019 William Trelease, DeAlton Saunders	1
A. V. Duthie, G. C. Nel	fix2019 A. V. Duthie, G. C. Nel	1
Enoch Garcia, Kyle Basinger	fix2019 Enoch Garcia, Kyle Basinger	1
W. Rowe, A. V. Duthie	fix2019 W. Rowe, A. V. Duthie	1
Luis R. Almodovar, J. Otaola, J. Monente	fix2019 Luis R. Almodovar, J. Otaola, J. Monente	1
I. Bray, Minnie Reed	fix2019 I. Bray, Minnie Reed	1
Nina K. Abbott, Cyn Dartez, Lani Jacobs	fix2019 Nina K. Abbott, Cyn Dartez, Lani Jacobs	1
W. J. Woelkerling, J. M. Woelkerling	fix2019 W. J. Woelkerling, J. M. Woelkerling	7
L. R. Almodovar, V. M. Rosado, I. Lopez, J. M. Muñoz, D. Pesante	fix2019 L. R. Almodovar, V. M. Rosado, I. Lopez, J. M. Muñoz, D. Pesante	1
J. E. Watson, H. B. S. Womersley	fix2019 J. E. Watson, H. B. S. Womersley	1
P. B. Rouseau, A. V. Duthie	fix2019 P. B. Rouseau, A. V. Duthie	2
E. Göldner, A. V. Duthie	fix2019 E. Göldner, A. V. Duthie	1
H. E. Steyn, A. V. Duthie	fix2019 H. E. Steyn, A. V. Duthie	1
Francis Drouet, Percy Viosca, Jr.	fix2019 Francis Drouet, Percy Viosca, Jr.	2
H. L. Robinson, H. Schrenk	fix2019 H. L. Robinson, H. Schrenk	1
C. Limbaugh, A. Hambly, T. Chess	fix2019 C. Limbaugh, A. Hambly, T. Chess	1
Cordero, UST Field Botany '77	fix2019 Cordero, UST Field Botany '77	1
C. B. Setchell, W.A.	fix2019 C. B. Setchell, W.A.	1
G. D. Darker, A. C. F. Wallays	fix2019 G. D. Darker, A. C. F. Wallays	1
W. J. Eyerdam, A. A. Beetle, E. Grodona	fix2019 W. J. Eyerdam, A. A. Beetle, E. Grodona	1
